Date,DayOfWeek,DayType,TotalOrders,Beef Bulalo,Pancit Bihon Guisado,Crispy Chicharon Bulaklak,Crispy Dinakdakan,Crispy Sisig Barkada,Calamares,Pancit Canton Guisado,Shanghai,Garlic Butter Bangus,Crispy Bagnet,CM1 Egg + Rice + Hungarian + Sisig,CM2 Egg + Rice + Nuggets + Sisig,CM3 Egg + Rice + Shanghai + Sisig,CM4 Egg + Rice + Bagnet + Nuggets,CM5 Egg + Rice + Bagnet + Sisig,CM6 Egg + Rice + Hotdog + Sisig,CM7 Egg + Rice + Bagnet + Hotdog,CM8 Egg + Rice + Bagnet + Hungarian,Sisilog,Bagnetsilog,Hungarian Silog,Shanghaisilog,Nuggets Silog,Hotsilog,Siomaisilog,Siomairice,Dinakdakansilog,Chicksilog,Bangsilog,Porksilog,4 in 1,Double Cheese,Shawarma,Hawaiian,Beefy Mushroom,Ham and Cheese,Bacon,Pepperoni,Sarap,exported_at
2025-02-28,Friday,Weekday,314,3,9,2,7,19,9,24,0,4,7,3,4,2,14,20,0,2,2,5,13,0,8,2,25,19,24,0,5,2,7,1,10,8,6,14,8,2,6,18,2026-06-19 12:57:02
2025-03-01,Saturday,Weekend,541,11,11,36,8,121,2,10,2,7,3,4,2,5,1,24,3,9,0,1,30,26,26,7,2,1,15,21,32,5,6,1,16,3,8,38,23,1,0,20,2026-06-19 12:57:02
2025-03-02,Sunday,Weekend,727,9,15,1,37,33,26,7,6,5,70,4,1,3,20,35,27,16,93,2,38,10,11,2,0,7,3,10,4,1,36,31,49,18,25,29,28,8,3,4,2026-06-19 12:57:02
2025-03-03,Monday,Weekday,212,6,5,3,0,2,5,3,3,3,8,19,14,0,4,2,4,5,2,7,3,29,0,2,6,6,5,18,3,3,10,2,3,4,4,1,2,3,0,13,2026-06-19 12:57:02
2025-03-04,Tuesday,Weekday,223,2,3,7,7,11,2,12,4,3,11,1,10,5,13,2,17,6,6,2,16,4,4,7,2,2,8,1,9,5,4,1,8,7,3,3,2,8,4,1,2026-06-19 12:57:02
2025-03-05,Wednesday,Weekday,218,6,8,0,9,11,19,1,2,18,0,4,4,4,2,12,1,6,4,2,2,16,3,4,7,0,6,1,6,2,10,5,3,3,2,13,0,2,1,19,2026-06-19 12:57:02
2025-03-06,Thursday,Weekday,206,2,1,5,19,5,2,2,0,1,5,6,8,6,0,5,4,2,3,0,0,4,2,4,2,8,12,17,9,19,6,11,4,6,0,5,14,4,1,2,2026-06-19 12:57:02
2025-03-07,Friday,Weekday,253,5,9,4,2,25,6,1,10,3,5,12,12,3,0,2,14,14,4,3,3,11,3,4,8,2,1,3,7,9,4,1,3,1,0,5,29,13,6,6,2026-06-19 12:57:02
2025-03-08,Saturday,Weekend,470,18,12,10,5,2,6,26,11,2,16,7,30,2,14,15,44,11,19,0,1,5,10,7,2,10,10,6,1,33,9,3,12,4,7,4,31,63,2,0,2026-06-19 12:57:02
2025-03-09,Sunday,Weekend,556,4,15,4,28,14,19,12,36,0,36,20,21,7,0,19,33,1,12,3,19,30,20,7,3,28,7,0,14,5,32,2,9,5,19,15,42,12,0,3,2026-06-19 12:57:02
2025-03-10,Monday,Weekday,271,51,3,9,19,0,6,4,4,1,17,4,0,0,1,17,5,22,11,15,4,1,5,5,5,0,27,0,1,7,1,1,1,0,1,1,8,5,4,5,2026-06-19 12:57:02
2025-03-11,Tuesday,Weekday,297,3,3,15,7,0,19,9,1,24,5,28,0,1,7,0,0,12,1,19,4,19,3,5,4,6,4,2,0,0,4,8,1,1,15,8,24,18,0,17,2026-06-19 12:57:02
2025-03-12,Wednesday,Weekday,225,0,7,3,4,10,9,4,2,0,12,2,7,4,3,4,6,15,1,15,15,8,12,5,0,3,6,14,4,7,7,1,1,5,1,1,7,8,3,9,2026-06-19 12:57:02
2025-03-13,Thursday,Weekday,196,2,2,7,12,12,0,9,12,2,0,7,0,3,0,3,3,1,1,12,0,7,13,2,1,6,2,5,12,1,8,16,0,0,4,19,4,5,1,2,2026-06-19 12:57:02
2025-03-14,Friday,Weekday,243,0,2,4,19,14,7,1,0,4,7,5,0,3,2,3,0,10,0,12,9,7,20,0,5,9,0,4,3,3,12,4,0,12,1,11,25,13,6,6,2026-06-19 12:57:02
2025-03-15,Saturday,Weekend,447,12,6,4,4,29,11,11,16,22,27,1,7,6,11,1,20,1,5,18,1,14,30,16,17,24,3,10,5,4,3,9,18,21,6,7,23,19,2,3,2026-06-19 12:57:02
2025-03-16,Sunday,Weekend,490,6,4,18,9,2,2,31,4,1,21,13,8,9,50,1,7,10,0,6,22,8,28,13,17,17,14,17,16,10,11,2,15,5,7,4,22,36,16,8,2026-06-19 12:57:02
2025-03-17,Monday,Weekday,234,4,2,2,3,8,16,5,6,15,7,2,2,3,8,3,10,17,3,2,7,3,6,6,3,19,4,3,16,1,2,17,2,1,5,0,11,3,5,2,2026-06-19 12:57:02
2025-03-18,Tuesday,Weekday,248,14,1,7,15,4,1,0,22,9,27,7,3,1,18,4,3,4,1,3,7,0,2,4,6,1,0,20,0,0,3,1,5,12,4,8,21,1,3,6,2026-06-19 12:57:02
2025-03-19,Wednesday,Weekday,313,4,10,14,8,3,1,4,0,15,5,10,4,16,21,18,6,0,5,5,32,6,8,15,6,8,3,0,12,17,7,5,2,5,1,12,10,8,0,7,2026-06-19 12:57:02
2025-03-20,Thursday,Weekday,326,1,3,4,4,3,14,5,7,7,12,6,12,12,5,8,0,0,5,17,8,10,2,3,3,12,2,6,16,20,16,2,19,11,12,21,27,2,1,8,2026-06-19 12:57:02
2025-03-21,Friday,Weekday,259,5,2,7,0,0,3,2,8,23,11,7,0,4,13,7,2,15,26,3,1,3,0,12,14,6,12,7,3,7,12,9,0,4,3,8,6,3,7,4,2026-06-19 12:57:02
2025-03-22,Saturday,Weekend,482,6,40,2,0,4,3,16,22,14,7,4,17,15,7,4,1,0,3,32,11,0,15,15,11,2,29,25,10,11,3,20,16,2,9,59,16,8,19,4,2026-06-19 12:57:02
2025-03-23,Sunday,Weekend,630,11,18,41,24,14,15,42,14,0,73,3,3,6,9,28,8,1,15,20,34,9,1,15,4,0,27,8,15,21,10,1,4,3,67,24,15,1,1,25,2026-06-19 12:57:02
2025-03-24,Monday,Weekday,166,11,0,12,2,2,0,8,2,9,2,4,1,0,1,8,4,1,2,8,2,13,12,4,5,5,1,1,1,11,6,0,3,2,7,2,7,1,4,2,2026-06-19 12:57:02
2025-03-25,Tuesday,Weekday,233,2,6,5,26,8,3,16,13,4,5,15,5,6,0,7,1,1,12,7,3,3,1,0,2,1,2,11,1,0,16,6,0,0,6,2,12,3,16,6,2026-06-19 12:57:02
2025-03-26,Wednesday,Weekday,291,1,3,6,1,0,0,5,6,0,9,7,19,13,20,21,3,5,2,5,1,7,0,1,2,20,2,16,1,8,4,4,36,1,1,7,13,30,7,4,2026-06-19 12:57:02
2025-03-27,Thursday,Weekday,285,4,7,8,1,15,1,7,4,4,11,0,0,3,1,1,12,6,6,11,12,0,13,41,1,12,0,0,3,19,10,4,4,4,2,17,10,6,4,21,2026-06-19 12:57:02
2025-03-28,Friday,Weekday,193,6,2,3,1,26,2,0,2,2,6,1,0,0,1,2,8,1,0,7,9,3,1,7,0,11,9,3,1,0,38,5,2,0,4,20,8,0,2,0,2026-06-19 12:57:02
2025-03-29,Saturday,Weekend,408,21,3,13,1,1,9,17,2,6,11,15,10,1,7,18,19,10,64,1,6,14,1,37,4,4,2,3,9,4,2,13,1,15,3,7,6,8,11,29,2026-06-19 12:57:02
2025-03-30,Sunday,Weekend,414,3,5,5,64,20,3,5,2,14,28,32,7,10,6,7,3,12,0,0,10,22,8,10,14,4,1,23,21,5,2,14,9,0,1,34,0,3,5,2,2026-06-19 12:57:02
2025-03-31,Monday,Weekday,132,0,1,2,6,5,1,2,0,0,6,1,2,9,2,2,8,7,7,3,11,6,3,4,1,3,1,2,1,1,2,3,1,5,2,4,2,7,3,6,2026-06-19 12:57:02
2025-04-01,Tuesday,Weekday,258,1,2,2,1,5,13,6,4,11,0,3,5,7,5,1,3,22,25,4,8,1,4,10,4,14,9,9,0,10,27,5,1,23,3,4,0,1,1,4,2026-06-19 12:57:02
2025-04-02,Wednesday,Weekday,178,3,4,5,5,14,16,2,1,3,0,13,2,5,1,6,0,9,18,2,2,3,6,1,8,2,0,4,1,7,1,8,3,4,1,2,8,2,2,4,2026-06-19 12:57:02
2025-04-03,Thursday,Weekday,183,0,5,10,3,16,7,1,1,2,5,2,1,2,4,0,6,10,6,2,0,3,13,7,3,1,5,8,10,4,3,4,10,4,1,4,11,3,2,4,2026-06-19 12:57:02
2025-04-04,Friday,Weekday,514,9,0,17,7,57,34,9,46,6,21,0,3,24,34,7,6,9,22,3,7,21,39,0,18,13,3,16,16,3,9,16,3,7,3,6,4,9,3,4,2026-06-19 12:57:02
2025-04-05,Saturday,Weekend,514,4,14,15,1,54,13,10,8,2,61,0,15,7,28,6,10,18,1,1,2,2,0,13,19,39,7,3,29,26,13,3,26,2,0,18,17,3,10,14,2026-06-19 12:57:02
2025-04-06,Sunday,Weekend,579,25,4,1,11,38,2,9,6,0,49,3,23,6,5,45,16,17,20,7,12,5,28,16,4,31,11,9,0,34,48,8,6,5,4,12,1,37,2,19,2026-06-19 12:57:02
2025-04-07,Monday,Weekday,286,1,1,6,11,17,1,3,15,10,13,1,10,3,4,3,1,4,0,4,9,24,0,3,6,1,2,6,6,12,37,10,1,8,6,4,29,8,6,0,2026-06-19 12:57:02
2025-04-08,Tuesday,Weekday,169,8,6,2,3,0,0,5,1,11,11,2,2,2,0,0,3,13,10,6,4,9,3,1,5,13,0,1,1,0,1,1,12,8,13,1,0,1,9,1,2026-06-19 12:57:02
2025-04-09,Wednesday,Weekday,248,4,1,0,0,13,1,2,3,8,6,20,5,2,5,4,11,15,12,3,2,14,3,8,27,6,4,7,2,5,3,1,6,4,7,14,2,12,3,3,2026-06-19 12:57:02
2025-04-10,Thursday,Weekday,344,18,1,10,5,26,10,15,4,13,13,6,3,4,0,1,0,19,21,16,18,1,5,22,14,0,8,0,4,5,21,9,3,4,16,4,16,3,6,0,2026-06-19 12:57:02
2025-04-11,Friday,Weekday,319,15,2,3,4,13,11,0,0,18,18,19,11,13,6,9,17,2,5,13,8,9,4,0,0,31,22,2,2,0,2,3,1,13,10,0,16,7,1,9,2026-06-19 12:57:02
2025-04-12,Saturday,Weekend,543,0,1,4,30,27,6,22,3,32,18,13,20,12,28,21,2,4,1,2,5,0,6,18,24,0,0,3,34,9,56,21,24,1,7,65,3,10,5,6,2026-06-19 12:57:02
2025-04-13,Sunday,Weekend,411,17,6,13,11,9,13,33,33,14,8,2,0,2,4,1,2,1,7,1,13,3,12,21,1,38,10,0,4,21,8,2,20,12,10,18,19,3,7,12,2026-06-19 12:57:02
2025-04-14,Monday,Weekday,338,1,1,3,1,3,15,17,1,13,15,4,1,4,16,4,4,0,23,14,5,36,4,12,4,4,18,15,4,0,4,13,1,9,20,3,26,0,8,12,2026-06-19 12:57:02
2025-04-15,Tuesday,Weekday,370,7,4,34,0,15,4,6,10,8,4,14,0,0,6,8,4,10,10,4,9,39,9,15,4,16,15,11,25,3,4,0,14,20,5,4,21,0,4,4,2026-06-19 12:57:02
2025-04-16,Wednesday,Weekday,438,5,4,3,6,40,0,10,8,23,18,7,14,2,8,7,5,0,2,3,12,23,4,0,84,9,22,3,15,14,2,2,2,2,29,5,17,17,3,8,2026-06-19 12:57:02
2025-04-17,Thursday,Weekday,311,0,2,26,2,7,9,7,7,15,0,11,18,0,5,3,0,3,7,19,7,14,2,2,30,17,2,7,3,6,15,7,1,4,2,11,9,20,10,1,2026-06-19 12:57:02
2025-04-18,Friday,Weekday,277,10,5,2,4,46,5,10,6,5,19,15,0,2,5,3,12,2,13,9,3,4,2,3,11,5,10,6,2,6,11,2,8,2,2,4,6,12,5,0,2026-06-19 12:57:02
2025-04-19,Saturday,Weekend,694,13,11,7,30,5,40,8,11,56,39,1,14,7,15,22,14,1,15,0,7,11,19,13,3,50,26,7,71,40,4,14,13,2,4,14,9,38,1,39,2026-06-19 12:57:02
2025-04-20,Sunday,Weekend,425,17,15,6,16,14,10,5,26,0,24,26,11,3,5,9,6,0,0,20,1,39,7,19,3,33,0,1,1,1,8,19,3,18,13,32,4,3,2,5,2026-06-19 12:57:02
2025-04-21,Monday,Weekday,186,4,3,2,6,3,2,1,5,7,12,15,8,1,1,15,9,8,7,2,12,2,2,2,5,3,3,4,4,1,7,7,3,5,3,0,4,0,5,3,2026-06-19 12:57:02
2025-04-22,Tuesday,Weekday,170,1,3,10,2,29,10,7,8,2,3,14,2,0,1,6,2,1,7,3,5,1,1,1,3,7,6,1,11,1,1,6,1,4,0,0,6,1,0,3,2026-06-19 12:57:02
2025-04-23,Wednesday,Weekday,231,1,9,13,6,4,3,7,0,3,16,4,6,2,10,2,16,1,16,3,6,12,0,2,18,4,11,2,8,0,9,2,3,1,6,3,5,6,1,10,2026-06-19 12:57:02
2025-04-24,Thursday,Weekday,214,5,3,1,5,0,7,2,1,2,25,8,2,17,2,6,6,10,3,3,6,3,0,6,4,4,2,2,9,6,10,6,5,1,0,7,0,22,10,3,2026-06-19 12:57:02
2025-04-25,Friday,Weekday,189,3,3,8,8,0,10,7,0,3,7,1,1,0,18,0,2,1,8,10,10,7,6,3,6,1,7,1,13,3,4,4,9,5,3,3,1,2,0,11,2026-06-19 12:57:02
2025-04-26,Saturday,Weekend,366,10,2,0,5,7,12,5,17,1,6,23,0,5,3,7,3,20,23,17,5,46,9,4,1,9,10,1,7,43,5,2,16,1,20,11,6,1,0,3,2026-06-19 12:57:02
2025-04-27,Sunday,Weekend,449,7,5,12,9,10,23,10,24,2,14,9,20,6,2,5,2,2,6,19,2,2,17,4,26,2,5,1,41,19,17,1,25,19,4,8,51,4,1,13,2026-06-19 12:57:02
2025-04-28,Monday,Weekday,226,2,19,4,0,6,5,0,3,1,8,18,5,6,3,4,4,7,11,4,19,9,1,4,13,15,3,7,3,1,12,11,3,0,7,2,0,1,1,4,2026-06-19 12:57:02
2025-04-29,Tuesday,Weekday,220,1,1,18,21,2,1,5,1,2,3,16,19,12,6,7,4,5,7,8,0,2,22,2,2,3,2,0,1,6,1,6,0,0,9,8,9,0,1,7,2026-06-19 12:57:02
2025-04-30,Wednesday,Weekday,208,1,8,6,8,8,2,1,6,10,0,3,2,4,1,13,4,14,9,1,1,9,3,0,14,4,1,4,10,0,3,2,10,7,2,7,3,5,19,3,2026-06-19 12:57:02
2025-05-01,Thursday,Weekday,257,23,5,0,10,2,4,6,12,1,17,15,0,14,2,0,17,3,6,5,1,6,0,1,17,20,3,2,3,11,0,1,12,3,0,1,18,4,1,11,2026-06-19 12:57:02
2025-05-02,Friday,Weekday,293,23,0,12,4,12,3,7,10,8,9,2,36,2,13,2,13,2,3,12,3,8,2,4,17,0,2,3,0,2,4,1,21,0,22,20,2,0,0,9,2026-06-19 12:57:02
2025-05-03,Saturday,Weekend,638,12,12,11,3,37,5,53,5,4,44,12,21,9,35,33,8,3,14,46,14,44,6,32,1,6,9,15,5,33,31,14,1,2,7,17,1,12,8,13,2026-06-19 12:57:02
2025-05-04,Sunday,Weekend,767,8,13,4,8,55,5,66,0,13,8,88,74,4,5,22,36,18,35,2,18,20,4,21,46,32,4,6,11,1,54,1,21,6,10,0,5,9,17,17,2026-06-19 12:57:02
2025-05-05,Monday,Weekday,363,2,1,11,15,3,2,0,3,0,12,21,2,14,9,27,17,16,8,14,5,1,22,11,0,18,5,2,8,6,8,2,26,27,0,5,0,18,16,6,2026-06-19 12:57:02
2025-05-06,Tuesday,Weekday,237,10,8,4,3,5,1,6,1,2,0,7,33,16,9,11,5,3,3,0,6,2,10,1,2,26,1,4,0,0,8,6,1,13,7,3,2,9,8,1,2026-06-19 12:57:02
2025-05-07,Wednesday,Weekday,187,1,1,2,3,26,5,7,1,0,0,5,3,1,0,10,5,1,8,6,2,1,8,2,7,0,3,1,5,27,2,0,2,8,5,1,20,4,1,3,2026-06-19 12:57:02
2025-05-08,Thursday,Weekday,336,1,7,0,12,14,7,3,23,6,25,3,26,10,20,2,3,0,0,3,19,9,1,17,7,17,18,10,1,37,1,5,9,1,5,3,2,0,9,0,2026-06-19 12:57:02
2025-05-09,Friday,Weekday,364,17,7,7,16,11,3,3,10,7,4,7,4,12,9,29,7,20,7,9,5,5,32,2,2,17,8,2,5,7,8,13,3,7,15,17,2,5,6,14,2026-06-19 12:57:02
2025-05-10,Saturday,Weekend,484,14,8,41,5,27,16,22,42,7,4,7,18,19,4,0,8,6,1,13,4,11,1,19,13,5,10,3,44,16,15,1,0,7,1,17,8,4,1,42,2026-06-19 12:57:02
2025-05-11,Sunday,Weekend,579,27,1,4,6,7,22,13,35,17,20,11,23,10,2,12,8,42,8,0,3,23,40,14,0,0,7,75,25,27,11,20,4,0,26,3,19,12,1,1,2026-06-19 12:57:02
2025-05-12,Monday,Weekday,297,1,7,0,4,14,1,1,4,1,10,31,0,16,3,8,14,7,0,1,11,1,8,4,3,10,8,7,3,1,5,11,5,21,0,44,13,12,3,4,2026-06-19 12:57:02
2025-05-13,Tuesday,Weekday,272,12,10,3,4,15,18,4,4,17,14,5,0,12,3,0,7,3,3,5,11,4,0,5,0,11,26,8,3,1,1,1,3,1,18,17,13,0,10,0,2026-06-19 12:57:02
2025-05-14,Wednesday,Weekday,276,2,4,6,3,2,1,17,4,2,8,0,7,2,7,6,13,1,6,22,10,34,22,7,2,12,10,7,10,7,6,3,0,13,11,7,2,0,0,0,2026-06-19 12:57:02
2025-05-15,Thursday,Weekday,199,1,1,2,7,35,1,4,26,14,3,2,1,1,3,2,8,1,8,2,5,6,7,1,2,1,4,0,4,0,2,6,3,2,5,7,1,2,5,14,2026-06-19 12:57:02
2025-05-16,Friday,Weekday,240,0,4,14,4,5,7,0,3,1,2,2,7,18,3,0,7,5,7,6,15,2,2,3,4,18,13,10,2,7,3,12,2,2,10,7,13,2,12,6,2026-06-19 12:57:02
2025-05-17,Saturday,Weekend,340,10,9,17,6,2,8,18,2,2,19,4,2,23,2,4,6,7,5,24,12,5,5,8,0,29,2,13,15,20,2,7,1,15,5,2,18,4,2,5,2026-06-19 12:57:02
2025-05-18,Sunday,Weekend,380,3,24,4,8,44,3,3,2,26,18,2,3,21,7,6,10,11,23,12,20,14,0,1,17,0,14,16,5,4,2,0,9,1,18,3,17,1,5,3,2026-06-19 12:57:02
2025-05-19,Monday,Weekday,380,2,12,49,0,6,14,32,2,0,0,5,0,7,8,10,2,8,0,5,6,2,27,2,18,10,10,19,0,2,6,8,9,14,0,42,4,5,34,0,2026-06-19 12:57:02
2025-05-20,Tuesday,Weekday,269,29,0,2,2,7,6,1,0,0,2,19,4,12,2,0,7,14,16,7,3,2,7,3,16,8,16,6,11,3,5,0,8,4,9,11,12,0,15,0,2026-06-19 12:57:02
2025-05-21,Wednesday,Weekday,337,11,3,14,5,15,3,14,2,12,3,12,4,4,15,16,12,29,3,3,4,4,4,12,4,4,9,2,4,0,27,3,17,7,1,3,19,31,1,1,2026-06-19 12:57:02
2025-05-22,Thursday,Weekday,276,4,2,11,5,0,11,3,8,8,0,0,0,24,14,1,6,7,0,3,8,2,13,7,0,14,0,16,3,9,14,1,3,4,6,3,50,9,1,6,2026-06-19 12:57:02
2025-05-23,Friday,Weekday,314,7,17,4,2,0,42,5,2,6,6,4,12,0,7,6,7,4,9,0,6,4,6,6,13,13,6,2,11,32,2,0,3,5,3,20,12,4,24,2,2026-06-19 12:57:02
2025-05-24,Saturday,Weekend,841,3,7,2,36,18,30,48,10,24,34,60,0,10,72,9,5,26,12,22,49,18,21,10,46,41,9,10,47,14,16,10,3,12,43,22,31,5,5,1,2026-06-19 12:57:02
2025-05-25,Sunday,Weekend,507,1,6,6,4,76,6,18,3,3,13,0,0,3,2,9,11,6,4,22,3,15,27,4,1,50,4,4,6,4,55,0,6,8,7,9,72,28,4,7,2026-06-19 12:57:02
2025-05-26,Monday,Weekday,183,1,3,2,5,1,6,3,12,3,15,4,15,9,6,1,3,1,0,6,1,2,1,1,0,2,0,4,0,11,14,2,1,0,9,4,6,12,8,9,2026-06-19 12:57:02
2025-05-27,Tuesday,Weekday,281,6,10,13,3,42,7,3,4,8,5,11,2,16,1,1,12,1,12,1,22,1,0,19,1,20,9,0,3,0,4,3,4,16,1,2,8,1,7,2,2026-06-19 12:57:02
2025-05-28,Wednesday,Weekday,198,13,5,2,6,15,7,1,4,4,4,3,7,0,3,1,1,3,9,20,4,3,9,0,0,3,4,10,15,6,4,1,3,12,2,1,3,3,4,3,2026-06-19 12:57:02
2025-05-29,Thursday,Weekday,157,4,4,4,7,11,1,3,5,1,10,1,6,1,6,1,2,1,1,15,0,2,4,0,0,1,3,9,6,14,4,10,1,2,2,0,10,0,4,1,2026-06-19 12:57:02
2025-05-30,Friday,Weekday,325,0,3,3,34,19,6,2,5,0,20,2,10,11,6,11,16,2,11,14,5,2,4,25,5,2,0,2,2,9,4,16,21,7,22,5,15,2,0,2,2026-06-19 12:57:02
2025-05-31,Saturday,Weekend,418,4,11,2,1,37,10,6,1,16,1,7,10,6,21,0,15,8,9,39,8,17,1,17,11,31,26,2,4,24,9,4,1,3,8,13,7,0,7,21,2026-06-19 12:57:02
2025-06-01,Sunday,Weekend,324,4,12,2,14,15,19,10,2,16,10,2,0,4,11,7,4,0,4,1,4,34,16,3,7,5,1,34,4,5,8,1,2,2,3,1,25,10,12,10,2026-06-19 12:57:02
2025-06-02,Monday,Weekday,260,7,0,5,1,2,6,6,1,2,0,10,30,10,12,5,0,10,1,3,11,16,6,19,4,1,4,15,7,8,6,5,3,1,1,4,19,12,1,6,2026-06-19 12:57:02
2025-06-03,Tuesday,Weekday,229,3,4,5,1,20,12,0,7,0,0,21,7,3,9,10,12,0,9,11,5,4,0,1,4,8,8,4,8,9,5,1,2,1,0,0,11,0,2,22,2026-06-19 12:57:02
2025-06-04,Wednesday,Weekday,260,8,8,2,10,7,5,4,5,32,5,1,5,5,0,10,3,3,7,11,26,2,3,2,15,6,15,25,5,2,3,0,11,0,5,2,0,2,5,0,2026-06-19 12:57:02
2025-06-05,Thursday,Weekday,165,3,4,16,9,5,6,2,3,2,2,5,1,1,2,8,1,2,9,0,11,8,2,4,19,3,0,7,1,1,9,1,4,1,5,1,3,2,1,1,2026-06-19 12:57:02
2025-06-06,Friday,Weekday,375,6,35,9,7,14,61,13,13,4,11,3,14,6,14,3,8,6,3,0,5,10,13,7,9,9,9,0,8,3,10,12,11,3,3,0,9,8,1,15,2026-06-19 12:57:02
2025-06-07,Saturday,Weekend,693,9,22,19,21,69,0,1,26,7,113,5,4,18,6,7,51,0,15,7,9,5,3,0,97,21,29,1,0,17,25,7,8,9,2,30,6,9,15,0,2026-06-19 12:57:02
2025-06-08,Sunday,Weekend,706,28,42,2,21,16,2,24,19,17,45,8,22,23,3,67,8,27,26,13,2,4,5,15,5,12,9,0,9,20,21,0,5,73,3,28,20,2,18,42,2026-06-19 12:57:02
2025-06-09,Monday,Weekday,242,15,6,5,1,5,2,20,1,5,6,5,0,2,6,13,8,5,7,10,3,1,13,6,1,4,10,9,23,5,0,6,2,2,1,2,18,7,1,6,2026-06-19 12:57:02
2025-06-10,Tuesday,Weekday,276,5,9,12,0,22,0,1,0,1,14,7,6,17,4,0,7,12,24,3,8,9,1,6,1,4,13,10,6,8,1,1,1,7,11,4,24,8,4,5,2026-06-19 12:57:02
2025-06-11,Wednesday,Weekday,269,12,0,1,1,26,15,3,19,6,7,12,7,4,0,0,7,0,11,6,4,9,36,1,7,13,0,2,5,6,0,2,4,2,6,10,7,5,8,5,2026-06-19 12:57:02
2025-06-12,Thursday,Weekday,273,14,5,7,1,24,4,10,5,0,8,1,4,3,1,1,11,13,3,7,7,5,3,2,20,16,4,11,6,1,16,1,9,5,9,6,14,0,0,16,2026-06-19 12:57:02
2025-06-13,Friday,Weekday,350,8,14,7,6,15,1,11,23,23,9,6,17,13,20,10,21,0,13,0,15,11,0,8,2,2,2,5,3,2,2,0,3,8,8,32,3,20,4,3,2026-06-19 12:57:02
2025-06-14,Saturday,Weekend,535,3,0,7,21,34,34,18,12,9,44,13,2,13,6,12,31,13,34,24,1,0,6,25,2,16,7,17,4,3,4,7,3,16,3,13,50,9,3,16,2026-06-19 12:57:02
2025-06-15,Sunday,Weekend,328,0,3,7,2,18,7,6,4,7,6,3,5,10,12,5,32,4,14,1,12,7,10,3,6,18,14,3,5,0,1,1,4,14,7,16,17,12,7,25,2026-06-19 12:57:02
2025-06-16,Monday,Weekday,362,6,4,20,0,18,2,13,14,5,17,13,6,23,4,27,6,4,0,5,18,4,4,6,2,7,5,22,9,16,13,1,16,0,6,2,10,4,11,19,2026-06-19 12:57:02
2025-06-17,Tuesday,Weekday,253,8,2,7,17,5,1,1,5,11,14,5,9,8,10,1,3,2,15,12,3,0,13,6,1,1,0,5,3,10,28,1,2,2,6,13,3,1,8,11,2026-06-19 12:57:02
2025-06-18,Wednesday,Weekday,264,2,2,6,1,5,10,1,10,9,2,5,7,1,1,6,8,4,0,18,8,8,8,2,32,1,9,2,15,9,4,15,12,0,1,8,22,3,0,7,2026-06-19 12:57:02
2025-06-19,Thursday,Weekday,235,1,4,4,6,35,5,0,6,2,14,5,9,16,3,32,1,9,0,1,9,0,2,2,4,0,5,5,4,0,7,5,5,8,1,8,2,4,0,11,2026-06-19 12:57:02
2025-06-20,Friday,Weekday,297,3,23,19,47,0,7,3,5,2,0,8,27,6,3,19,3,22,13,5,7,8,7,2,9,0,8,4,2,10,4,4,0,3,2,2,3,0,3,4,2026-06-19 12:57:02
2025-06-21,Saturday,Weekend,549,11,7,37,0,23,27,1,10,15,7,6,26,13,6,30,24,7,10,18,6,17,5,5,5,47,33,12,16,1,19,5,12,23,1,16,19,3,16,10,2026-06-19 12:57:02
2025-06-22,Sunday,Weekend,595,15,1,8,81,23,9,5,1,33,3,79,1,3,6,9,20,49,6,0,12,19,7,3,6,15,9,21,3,26,1,4,10,16,3,42,22,3,10,11,2026-06-19 12:57:02
2025-06-23,Monday,Weekday,312,6,13,9,4,17,7,5,4,19,8,6,4,13,4,12,0,8,5,10,6,2,7,24,11,1,23,11,4,7,4,0,9,1,4,9,25,0,4,6,2026-06-19 12:57:02
2025-06-24,Tuesday,Weekday,253,9,21,0,7,0,9,1,17,1,17,4,7,7,1,3,1,0,1,5,11,10,0,3,12,5,1,4,4,0,14,2,21,16,9,3,3,4,2,18,2026-06-19 12:57:02
2025-06-25,Wednesday,Weekday,178,2,5,4,10,7,4,16,1,1,4,4,1,0,0,7,3,10,2,6,3,5,2,0,16,9,2,14,2,3,7,1,2,3,3,1,0,15,2,1,2026-06-19 12:57:02
2025-06-26,Thursday,Weekday,281,7,2,1,21,33,1,18,17,7,10,1,2,8,14,10,1,3,6,8,0,9,10,1,1,1,22,4,5,8,3,1,7,7,1,0,12,10,0,9,2026-06-19 12:57:02
2025-06-27,Friday,Weekday,276,17,2,5,9,3,9,14,12,2,18,3,2,2,18,4,15,2,10,2,0,38,0,6,16,12,5,7,6,2,2,3,3,1,1,4,5,5,2,9,2026-06-19 12:57:02
2025-06-28,Saturday,Weekend,442,20,4,3,17,51,0,0,2,16,64,19,13,15,3,15,6,3,3,14,19,11,1,0,4,5,6,1,15,16,4,9,1,5,19,13,1,25,13,6,2026-06-19 12:57:02
2025-06-29,Sunday,Weekend,615,11,2,12,16,59,1,7,42,4,38,0,0,6,20,1,9,1,2,10,8,3,7,17,1,8,4,6,30,45,4,12,13,25,31,8,76,59,8,9,2026-06-19 12:57:02
